"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 13 21:13:52 GMT 2021","Fri Aug 13 21:14:03 GMT 2021","10433","Conduit_testing","test_conduit","TestConduit","","","test_saving_data",""
"passed","Fri Aug 13 21:11:55 GMT 2021","Fri Aug 13 21:12:04 GMT 2021","8441","Conduit_testing","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Aug 13 21:12:36 GMT 2021","Fri Aug 13 21:12:51 GMT 2021","15052","Conduit_testing","test_conduit","TestConduit","","","test_delete_post",""
"passed","Fri Aug 13 21:11:45 GMT 2021","Fri Aug 13 21:11:51 GMT 2021","5333","Conduit_testing","test_conduit","TestConduit","","","test_listing",""
"passed","Fri Aug 13 21:12:22 GMT 2021","Fri Aug 13 21:12:31 GMT 2021","9798","Conduit_testing","test_conduit","TestConduit","","","test_new_post",""
"passed","Fri Aug 13 21:11:29 GMT 2021","Fri Aug 13 21:11:32 GMT 2021","3069","Conduit_testing","test_conduit","TestConduit","","","test_cookies",""
"passed","Fri Aug 13 21:11:36 GMT 2021","Fri Aug 13 21:11:41 GMT 2021","4361","Conduit_testing","test_conduit","TestConduit","","","test_login",""
"passed","Fri Aug 13 21:12:08 GMT 2021","Fri Aug 13 21:12:17 GMT 2021","8475","Conduit_testing","test_conduit","TestConduit","","","test_pagination",""
"passed","Fri Aug 13 21:13:26 GMT 2021","Fri Aug 13 21:13:48 GMT 2021","21130","Conduit_testing","test_conduit","TestConduit","","","test_upload_data",""
"passed","Fri Aug 13 21:12:56 GMT 2021","Fri Aug 13 21:13:23 GMT 2021","27057","Conduit_testing","test_conduit","TestConduit","","","test_modify_post",""
"passed","Fri Aug 13 21:11:17 GMT 2021","Fri Aug 13 21:11:24 GMT 2021","6699","Conduit_testing","test_conduit","TestConduit","","","test_registration",""
